Date,axiuTep,iniuTep,AverageTep,Departure,HDD,CDD,Precipitation,NewSnow,DepartureTep,SnowDepth,Electricity(GWh)/Non-Residential,Electricity(GWh)/Residential,Gas(Thers)/Non-Residential,Gas(Thers)/Residential,edian_Incoe(dollars),Population,Wind,Solar,Sall hydro,Geotheral,Bioass,Large hydro,Coal,Nuclear,Natural gas,Unspecified
42012,64,40,52,,13,0,0,,5.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42013,58,45,51.5,,13,0,0,,4.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42014,65,47,56,,9,0,0,,9.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42015,64,43,53.5,,11,0,0,,6.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42016,63,44,53.5,,11,0,0,,6.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42017,60,40,50,,15,0,0,,3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42018,56,39,47.5,,17,0,0,,0.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42019,58,41,49.5,,15,0,0,,2.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42020,54,44,49,,16,0,0,,1.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42021,54,48,51,,14,0,0,,3.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42022,54,46,50,,15,0,0,,2.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42023,56,49,52.5,,12,0,0.01,,4.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42024,59,45,52,,13,0,0,,4.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42025,58,43,50.5,,14,0,0,,2.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42026,55,42,48.5,,16,0,0,,0.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42027,59,41,50,,15,0,0,,1.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42028,52,44,48,,17,0,0,,-0.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42029,62,42,52,,13,0,0,,3.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42030,65,42,53.5,,11,0,0,,4.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42031,64,49,56.5,,8,0,0,,7.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42032,68,46,57,,8,0,0,,7.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42033,69,43,56,,9,0,0,,6.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42034,68,43,55.5,,9,0,0,,6.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42035,73,47,60,,5,0,0,,10.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42036,67,42,54.5,,10,0,0,,4.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42037,67,45,56,,9,0,0,,6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42038,69,48,58.5,,6,0,0,,8.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42039,68,46,57,,8,0,0,,6.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42040,59,48,53.5,,11,0,0,,2.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42041,63,53,58,,7,0,1.07,,7.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42042,67,57,62,,3,0,0.07,,11,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42043,64,58,61,,4,0,1.07,,9.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42044,69,50,59.5,,5,0,0.07,,8.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42045,61,47,54,,11,0,0,,2.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42046,68,42,55,,10,0,0,,3.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42047,73,47,60,,5,0,0,,8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42048,77,47,62,,3,0,0,,9.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42049,74,49,61.5,,3,0,0,,9.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42050,72,46,59,,6,0,0,,6.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42051,73,49,61,,4,0,0,,8.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42052,69,50,59.5,,5,0,0,,6.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42053,64,47,55.5,,9,0,0,,2.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42054,63,49,56,,9,0,0,,2.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42055,64,49,56.5,,8,0,0,,2.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42056,57,47,52,,13,0,0,,-1.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42057,68,44,56,,9,0,0,,2.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42058,65,46,55.5,,9,0,0,,1.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42059,68,38,53,,12,0,0,,-1.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42060,68,39,53.5,,11,0,0,,-1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42061,74,43,58.5,,6,0,0,,3.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42062,68,45,56.5,,8,0,0,,1.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42063,60,46,53,,12,0,0,,-1.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42064,67,42,54.5,,10,0,0,,-0.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42065,64,45,54.5,,10,0,0,,-0.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42066,67,42,54.5,,10,0,0,,-0.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42067,68,39,53.5,,11,0,0,,-2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42068,72,42,57,,8,0,0,,1.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42069,75,42,58.5,,6,0,0,,2.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42070,76,45,60.5,,4,0,0,,4.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42071,77,48,62.5,,2,0,0,,6.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42072,78,48,63,,2,0,0,,7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42073,76,51,63.5,,1,0,0,,7.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42074,66,56,61,,4,0,0.16,,4.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42075,77,51,64,,1,0,0,,7.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42076,79,54,66.5,,0,2,0,,10.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42077,85,59,72,,0,7,0,,15.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42078,77,60,68.5,,0,4,0,,11.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42079,71,55,63,,2,0,0,,6.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42080,76,55,65.5,,0,1,0,,8.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42081,77,49,63,,2,0,0,,6.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42082,83,50,66.5,,0,2,0,,9.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42083,74,53,63.5,,1,0,0,,6.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42084,76,52,64,,1,0,0,,6.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42085,71,53,62,,3,0,0,,4.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42086,70,52,61,,4,0,0,,3.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42087,71,50,60.5,,4,0,0,,3.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42088,79,50,64.5,,0,0,0,,7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42089,84,53,68.5,,0,4,0,,10.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42090,85,55,70,,0,5,0,,12.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42091,84,53,68.5,,0,4,0,,10.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42092,86,49,67.5,,0,3,0,,9.6,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42093,84,53,68.5,,0,4,0,,10.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42094,74,49,61.5,,3,0,0,,3.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42095,72,47,59.5,,5,0,0,,1.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42096,73,50,61.5,,3,0,0,,3.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42097,78,44,61,,4,0,0,,2.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42098,73,44,58.5,,6,0,0,,-0.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42099,61,46,53.5,,11,0,0.11,,-5.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42100,65,40,52.5,,12,0,0,,-6.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42101,59,47,53,,12,0,0.75,,-6.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42102,64,42,53,,12,0,0.01,,-6.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42103,72,43,57.5,,7,0,0,,-1.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42104,75,47,61,,4,0,0,,1.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42105,77,48,62.5,,2,0,0,,2.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42106,83,52,67.5,,0,3,0,,7.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42107,77,52,64.5,,0,0,0,,4.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42108,68,47,57.5,,7,0,0,,-2.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42109,76,50,63,,2,0,0,,2.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42110,83,53,68,,0,3,0,,7.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42111,85,51,68,,0,3,0,,7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42112,86,53,69.5,,0,5,0,,8.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42113,87,55,71,,0,6,0,,9.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42114,81,52,66.5,,0,2,0,,4.8,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42115,69,52,60.5,,4,0,0,,-1.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42116,80,51,65.5,,0,1,0,,3.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42117,79,52,65.5,,0,1,0,,3.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42118,73,52,62.5,,2,0,0.54,,-0.1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42119,72,51,61.5,,3,0,0.41,,-1.3,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42120,79,49,64,,1,0,0,,0.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42121,88,57,72.5,,0,8,0,,9.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42122,85,56,70.5,,0,6,0,,6.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42123,86,54,70,,0,5,0,,6.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42124,92,59,75.5,,0,11,0,,11.5,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42125,94,59,76.5,12.2,0,12,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42126,86,56,71,6.5,0,6,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42127,77,52,64.5,-0.2,0,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42128,76,51,63.5,-1.5,1,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42129,78,52,65,-0.2,0,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42130,80,51,65.5,0.1,0,1,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42131,70,52,61,-4.6,4,0,0.19,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42132,75,47,61,-4.9,4,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42133,81,51,66,-0.1,0,1,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42134,80,52,66,-0.3,0,1,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42135,74,55,64.5,-2,0,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42136,74,50,62,-4.7,3,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42137,70,51,60.5,-6.4,4,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42138,74,49,61.5,-5.6,3,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42139,73,50,61.5,-5.8,3,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42140,79,50,64.5,-3,0,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42141,73,53,63,-4.7,2,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42142,74,53,63.5,-4.4,1,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42143,78,53,65.5,-2.6,0,1,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42144,76,52,64,-4.2,1,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42145,75,54,64.5,-3.9,0,0,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42146,77,55,66,-2.6,0,1,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42147,79,55,67,-1.8,0,2,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42148,83,54,68.5,-0.5,0,4,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42149,80,54,67,-2.2,0,2,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42150,80,54,67,-2.3,0,2,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42151,83,54,68.5,-1,0,4,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42152,88,53,70.5,0.8,0,6,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42153,90,53,71.5,1.6,0,7,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42154,93,55,74,3.9,0,9,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42155,80,54,67,-3.2,0,2,0,0,,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42156,81,53,67,,0,2,0,,-3.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42157,88,58,73,,0,8,0,,2.4,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42158,84,58,71,,0,6,0,,0.2,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42159,88,56,72,,0,7,0,,1,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42160,92,60,76,,0,11,0,,4.9,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
42161,90,58,74,,0,9,0,,2.7,,6188.144476,4738.564168,102.835605,176.512509,64991,490712,0.082,0.06,0.009,0.044,0.026,0.054,0.06,0.092,0.44,0.135
