Date,axiuTep,iniuTep,AverageTep,Departure,HDD,CDD,Precipitation,NewSnow,DepartureTep,SnowDepth,Electricity(GWh)/Non-Residential,Electricity(GWh)/Residential,Gas(Thers)/Non-Residential,Gas(Thers)/Residential,edian_Incoe(dollars),Population,Wind,Solar,Sall hydro,Geotheral,Bioass,Large hydro,Coal,Nuclear,Natural gas,Unspecified
42422,70,44,57,,8,0,0,,3.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42423,72,43,57.5,,7,0,0,,3.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42424,74,46,60,,5,0,0,,5.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42425,74,47,60.5,,4,0,0,,6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42426,73,49,61,,4,0,0,,6.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42427,66,49,57.5,,7,0,0,,2.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42428,70,47,58.5,,6,0,0,,3.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42429,74,47,60.5,,4,0,0,,5.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42430,76,51,63.5,,1,0,0,,8.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42431,75,50,62.5,,2,0,0,,7.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42432,68,56,62,,3,0,0,,6.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42433,70,59,64.5,,0,0,0.49,,9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42434,65,55,60,,5,0,1.14,,4.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42435,63,49,56,,9,0,0.32,,0.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42436,55,44,49.5,,15,0,0.39,,-6.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42437,59,40,49.5,,15,0,0,,-6.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42438,67,48,57.5,,7,0,0.01,,1.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42439,63,55,59,,6,0,0.44,,2.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42440,58,51,54.5,,10,0,0.47,,-1.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42441,59,48,53.5,,11,0,0.71,,-2.8,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42442,57,51,54,,11,0,0.44,,-2.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42443,65,49,57,,8,0,0.11,,0.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42444,68,45,56.5,,8,0,0,,-0.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42445,71,45,58,,7,0,0,,1.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42446,77,48,62.5,,2,0,0,,5.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42447,76,51,63.5,,1,0,0,,6.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42448,75,50,62.5,,2,0,0,,5.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42449,71,51,61,,4,0,0.08,,4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42450,65,50,57.5,,7,0,0.04,,0.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42451,65,45,55,,10,0,0,,-2.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42452,70,46,58,,7,0,0,,0.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42453,73,47,60,,5,0,0,,2.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42454,75,49,62,,3,0,0,,4.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42455,77,50,63.5,,1,0,0,,5.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42456,73,53,63,,2,0,0,,5.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42457,63,46,54.5,,10,0,0,,-3.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42458,68,47,57.5,,7,0,0,,-0.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42459,73,43,58,,7,0,0,,0,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42460,75,49,62,,3,0,0,,3.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42461,74,48,61,,4,0,0,,2.8,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42462,78,49,63.5,,1,0,0,,5.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42463,79,51,65,,0,0,0,,6.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42464,79,50,64.5,,0,0,0,,5.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42465,84,52,68,,0,3,0,,9.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42466,90,54,72,,0,7,0,,13.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42467,78,58,68,,0,3,0,,8.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42468,76,55,65.5,,0,1,0.02,,6.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42469,61,57,59,,6,0,0.21,,-0.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42470,67,55,61,,4,0,0.15,,1.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42471,74,53,63.5,,1,0,0,,3.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42472,71,54,62.5,,2,0,0,,2.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42473,73,49,61,,4,0,0,,0.8,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42474,70,51,60.5,,4,0,0.04,,0.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42475,75,48,61.5,,3,0,0,,0.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42476,85,50,67.5,,0,3,0,,6.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42477,85,52,68.5,,0,4,0,,7.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42478,90,57,73.5,,0,9,0,,12.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42479,88,56,72,,0,7,0,,10.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42480,82,53,67.5,,0,3,0,,5.8,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42481,75,55,65,,0,0,0,,3.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42482,65,50,57.5,,7,0,0.4,,-4.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42483,73,47,60,,5,0,0,,-2.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42484,75,52,63.5,,1,0,0,,0.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42485,73,50,61.5,,3,0,0,,-1.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42486,73,49,61,,4,0,0,,-2.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42487,72,48,60,,5,0,0.65,,-3.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42488,82,48,65,,0,0,0.01,,1.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42489,79,53,66,,0,1,0,,2.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42490,83,57,70,,0,5,0,,6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42491,86,55,70.5,,0,6,0,,6.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42492,86,56,71,,0,6,0,,6.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42493,85,55,70,,0,5,0,,5.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42494,80,58,69,,0,4,0,,4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42495,64,57,60.5,,4,0,0.36,,-4.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42496,66,56,61,,4,0,0.05,,-4.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42497,64,56,60,,5,0,0.04,,-5.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42498,76,56,66,,0,1,0,,0.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42499,78,54,66,,0,1,0,,-0.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42500,89,54,71.5,,0,7,0,,5.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42501,91,56,73.5,,0,9,0,,7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42502,93,55,74,,0,9,0,,7.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42503,80,55,67.5,,0,3,0,,0.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42504,80,51,65.5,,0,1,0,,-1.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42505,85,53,69,,0,4,0,,1.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42506,87,56,71.5,,0,7,0,,4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42507,93,65,79,,0,14,0,,11.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42508,98,64,81,,0,16,0,,13.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42509,82,58,70,,0,5,0,,1.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42510,71,51,61,,4,0,0.14,,-7.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42511,71,52,61.5,,3,0,0,,-6.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42512,73,48,60.5,,4,0,0,,-8.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42513,78,51,64.5,,0,0,0,,-4.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42514,77,54,65.5,,0,1,0,,-3.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42515,81,52,66.5,,0,2,0,,-2.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42516,87,55,71,,0,6,0,,1.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42517,89,56,72.5,,0,8,0,,3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42518,90,64,77,,0,12,0,,7.3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42519,94,60,77,,0,12,0,,7.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42520,98,59,78.5,,0,14,0,,8.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42521,103,63,83,,0,18,0,,12.8,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42522,98,64,81,,0,16,0,,10.6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42523,100,59,79.5,,0,15,0,,8.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42524,104,65,84.5,,0,20,0,,13.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42525,94,69,81.5,,0,17,0,,10.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42526,103,63,83,,0,18,0,,11.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42527,94,61,77.5,,0,13,0,,6.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42528,90,59,74.5,,0,10,0,,3,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42529,85,57,71,,0,6,0,,-0.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42530,83,57,70,,0,5,0,,-1.9,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42531,86,58,72,,0,7,0,,-0.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42532,89,56,72.5,,0,8,0,,0.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42533,89,59,74,,0,9,0,,1.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42534,83,56,69.5,,0,5,0,,-3.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42535,81,56,68.5,,0,4,0,,-4.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42536,72,52,62,,3,0,0,,-11.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42537,80,51,65.5,,0,1,0,,-7.8,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42538,80,57,68.5,,0,4,0,,-5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42539,83,61,72,,0,7,0,,-1.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42540,94,58,76,,0,11,0,,2.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42541,99,61,80,,0,15,0,,6,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42542,102,62,82,,0,17,0,,7.8,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42543,95,62,78.5,,0,14,0,,4.1,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42544,94,60,77,,0,12,0,,2.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42545,93,59,76,,0,11,0,,1.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42546,102,61,81.5,,0,17,0,,6.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42547,105,66,85.5,,0,21,0,,10.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42548,107,67,87,,0,22,0,,11.7,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42549,107,69,88,,0,23,0,,12.5,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42550,100,62,81,,0,16,0,,5.4,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42551,105,59,82,,0,17,0,,6.2,,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42552,98,66,82,,0,17,0,0,6,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42553,93,63,78,,0,13,0,0,1.9,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42554,93,60,76.5,,0,12,0,0,0.3,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42555,89,58,73.5,,0,9,0,0,-2.9,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42556,87,57,72,,0,7,0,0,-4.5,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42557,88,57,72.5,,0,8,0,0,-4.1,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42558,87,57,72,,0,7,0,0,-4.7,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42559,91,57,74,,0,9,0,0,-2.8,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42560,86,61,73.5,,0,9,0,0,-3.4,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42561,88,56,72,,0,7,0,0,-5,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42562,95,62,78.5,,0,14,0,0,1.4,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42563,95,61,78,,0,13,0,0,0.8,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42564,101,62,81.5,,0,17,0,0,4.3,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42565,105,67,86,,0,21,0,0,8.7,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42566,100,63,81.5,,0,17,0,0,4.2,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42567,93,59,76,,0,11,0,0,-1.4,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42568,88,57,72.5,,0,8,0,0,-4.9,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42569,85,57,71,,0,6,0,0,-6.4,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42570,90,58,74,,0,9,0,0,-3.5,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42571,95,60,77.5,,0,13,0,0,0,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42572,92,59,75.5,,0,11,0,0,-2,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42573,99,60,79.5,,0,15,0,0,2,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42574,104,62,83,,0,18,0,0,5.5,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42575,106,68,87,,0,22,0,0,9.5,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42576,103,62,82.5,,0,18,0,0,5,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42577,108,63,85.5,,0,21,0,0,8.1,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
42578,107,72,89.5,,0,25,0,0,12.1,0,6055.674434,4794.486673,105.200835,182.459477,,,0.091,0.081,0.017,0.044,0.023,0.102,0.041,0.092,0.365,0.144
