Date,MaximumTemp,MinimumTemp,AverageTemp,Departure,HDD,CDD,Precipitation,NewSnow,DepartureTemp,SnowDepth,Ozone,CO,bCO,bOzone
2017-04-04,77,54,65.5,,0,1,0.0,,6.9,,0.034,0.4,0,0
2017-04-05,77,55,66.0,,0,1,0.0,,7.2,,0.041,0.391,0,1
2017-04-06,64,53,58.5,,6,0,1.04,,-0.4,,0.039,0.373,0,1
2017-04-07,62,49,55.5,,9,0,0.97,,-3.6,,0.041,0.309,0,1
2017-04-08,56,44,50.0,,15,0,0.28,,-9.3,,0.04,0.371,0,1
2017-04-09,65,40,52.5,,12,0,0.0,,-6.9,,0.034,0.426,0,0
2017-04-10,71,43,57.0,,8,0,0.0,,-2.6,,0.036000000000000004,0.404,0,1
2017-04-11,70,54,62.0,,3,0,0.0,,2.2,,0.034,0.413,0,0
2017-04-12,68,52,60.0,,5,0,0.15,,0.0,,0.033,0.417,0,0
2017-04-13,64,47,55.5,,9,0,0.24,,-4.7,,0.041,0.4,0,1
2017-04-14,65,42,53.5,,11,0,0.0,,-6.9,,0.034,0.446,0,0
2017-04-15,70,44,57.0,,8,0,0.0,,-3.6,,0.031,0.487,0,0
2017-04-16,62,51,56.5,,8,0,0.39,,-4.3,,0.03,0.496,0,0
2017-04-17,63,55,59.0,,6,0,0.11,,-2.0,,0.026,0.417,0,0
2017-04-18,71,53,62.0,,3,0,0.05,,0.8,,0.035,0.358,0,0
2017-04-19,71,48,59.5,,5,0,0.11,,-2.0,,0.041,0.317,0,1
2017-04-20,72,54,63.0,,2,0,0.02,,1.3,,0.04,0.305,0,1
2017-04-21,80,51,65.5,,0,1,0.0,,3.6,,0.033,0.248,0,0
2017-04-22,73,51,62.0,,3,0,0.0,,-0.1,,0.035,0.204,0,0
2017-04-23,74,50,62.0,,3,0,0.0,,-0.4,,0.035,0.23,0,0
2017-04-24,68,54,61.0,,4,0,0.0,,-1.6,,0.036000000000000004,0.214,0,1
2017-04-25,74,51,62.5,,2,0,0.0,,-0.3,,0.038,0.249,0,1
2017-04-26,71,56,63.5,,1,0,0.0,,0.4,,0.025,0.205,0,0
2017-04-27,78,53,65.5,,0,1,0.0,,2.2,,0.036000000000000004,0.175,0,1
2017-04-28,75,52,63.5,,1,0,0.0,,-0.1,,0.043,0.257,0,1
2017-04-29,83,50,66.5,,0,2,0.0,,2.7,,0.044,0.335,0,1
2017-04-30,86,52,69.0,,0,4,0.0,,5.0,,0.038,0.332,0,1
2017-05-01,91,60,75.5,,0,11,0.0,,11.2,,0.036000000000000004,0.304,0,1
2017-05-02,92,65,78.5,,0,14,0.0,,14.0,,0.028,0.275,0,0
2017-05-03,95,64,79.5,,0,15,0.0,,14.8,,0.037000000000000005,0.306,0,1
2017-05-04,91,58,74.5,,0,10,0.0,,9.5,,0.031,0.289,0,0
2017-05-05,82,55,68.5,,0,4,0.0,,3.3,,0.027000000000000003,0.234,0,0
2017-05-06,70,49,59.5,,5,0,0.0,,-5.9,,0.038,0.238,0,1
2017-05-07,75,55,65.0,,0,0,0.0,,-0.6,,0.035,0.218,0,0
2017-05-08,87,55,71.0,,0,6,0.0,,5.1,,0.038,0.273,0,1
2017-05-09,92,57,74.5,,0,10,0.0,,8.4,,0.046,0.303,0,1
2017-05-10,74,53,63.5,,1,0,0.0,,-2.8,,0.041,0.205,0,1
2017-05-11,74,52,63.0,,2,0,0.0,,-3.5,,0.035,0.239,0,0
2017-05-12,73,49,61.0,,4,0,0.0,,-5.7,,0.037000000000000005,0.269,0,1
2017-05-13,73,47,60.0,,5,0,0.0,,-6.9,,0.035,0.294,0,0
2017-05-14,76,46,61.0,,4,0,0.0,,-6.1,,0.033,0.246,0,0
2017-05-15,79,49,64.0,,1,0,0.0,,-3.3,,0.032,0.259,0,0
2017-05-16,68,51,59.5,,5,0,0.0,,-8.0,,0.033,0.205,0,0
2017-05-17,78,50,64.0,,1,0,0.0,,-3.7,,0.033,0.321,0,0
2017-05-18,87,53,70.0,,0,5,0.0,,2.1,,0.032,0.35100000000000003,0,0
2017-05-19,92,56,74.0,,0,9,0.0,,5.9,,0.045,0.412,0,1
2017-05-20,95,60,77.5,,0,13,0.0,,9.3,,0.044,0.305,0,1
2017-05-21,96,62,79.0,,0,14,0.0,,10.6,,0.045,0.35100000000000003,0,1
2017-05-22,99,63,81.0,,0,16,0.0,,12.4,,0.05,0.355,0,1
2017-05-23,100,63,81.5,,0,17,0.0,,12.7,,0.052000000000000005,0.382,0,1
2017-05-24,79,56,67.5,,0,3,0.0,,-1.5,,0.039,0.3,0,1
2017-05-25,73,55,64.0,,1,0,0.0,,-5.2,,0.039,0.287,0,1
2017-05-26,73,54,63.5,,1,0,0.0,,-5.8,,0.039,0.294,0,1
2017-05-27,81,53,67.0,,0,2,0.0,,-2.5,,0.038,0.307,0,1
2017-05-28,89,55,72.0,,0,7,0.0,,2.3,,0.039,0.332,0,1
2017-05-29,84,55,69.5,,0,5,0.0,,-0.4,,0.035,0.35,0,0
2017-05-30,79,55,67.0,,0,2,0.0,,-3.1,,0.032,0.309,0,0
2017-05-31,82,57,69.5,,0,5,0.1,,-0.7,,0.03,0.334,0,0
2017-06-01,86,57,71.5,,0,7,0.0,0.0,1.1,0.0,0.029,0.327,0,0
2017-06-02,92,59,75.5,,0,11,0.0,0.0,4.9,0.0,0.035,0.35100000000000003,0,0
2017-06-03,91,61,76.0,,0,11,0.0,0.0,5.2,0.0,0.038,0.349,0,1
2017-06-04,89,58,73.5,,0,9,0.0,0.0,2.5,0.0,0.04,0.32,0,1
2017-06-05,94,56,75.0,,0,10,0.0,0.0,3.9,0.0,0.044,0.335,0,1
2017-06-06,92,60,76.0,,0,11,0.0,0.0,4.7,0.0,0.046,0.35100000000000003,0,1
2017-06-07,82,58,70.0,,0,5,0.0,0.0,-1.5,0.0,0.032,0.252,0,0
2017-06-08,73,54,63.5,,1,0,0.18,0.0,-8.2,0.0,0.034,0.233,0,0
2017-06-09,78,56,67.0,,0,2,0.0,0.0,-4.9,0.0,0.027000000000000003,0.237,0,0
2017-06-10,78,49,63.5,,1,0,0.0,0.0,-8.6,0.0,0.032,0.217,0,0
2017-06-11,71,49,60.0,,5,0,0.0,0.0,-12.3,0.0,0.031,0.211,0,0
2017-06-12,75,49,62.0,,3,0,0.0,0.0,-10.5,0.0,0.031,0.2,0,0
2017-06-13,86,54,70.0,,0,5,0.0,0.0,-2.7,0.0,0.031,0.266,0,0
2017-06-14,93,58,75.5,,0,11,0.0,0.0,2.6,0.0,0.036000000000000004,0.275,0,1
2017-06-15,95,60,77.5,,0,13,0.0,0.0,4.4,0.0,0.034,0.289,0,0
2017-06-16,101,66,83.5,,0,19,0.0,0.0,10.2,0.0,0.025,0.435,0,0
2017-06-17,101,74,87.5,,0,23,0.0,0.0,14.0,0.0,0.025,0.196,0,0
2017-06-18,106,75,90.5,,0,26,0.0,0.0,16.8,0.0,0.035,0.238,0,0
2017-06-19,107,78,92.5,,0,28,0.0,0.0,18.7,0.0,0.042,0.257,0,1
2017-06-20,106,74,90.0,,0,25,0.0,0.0,16.0,0.0,0.05,0.279,0,1
2017-06-21,106,66,86.0,,0,21,0.0,0.0,11.8,0.0,0.044,0.263,0,1
2017-06-22,108,77,92.5,,0,28,0.0,0.0,18.1,0.0,0.049,0.223,0,1
2017-06-23,101,69,85.0,,0,20,0.0,0.0,10.4,0.0,0.049,0.235,0,1
2017-06-24,97,62,79.5,,0,15,0.0,0.0,4.7,0.0,0.041,0.241,0,1
2017-06-25,89,61,75.0,,0,10,0.0,0.0,0.0,0.0,0.031,0.194,0,0
2017-06-26,85,58,71.5,,0,7,0.0,0.0,-3.6,0.0,0.03,0.202,0,0
2017-06-27,88,59,73.5,,0,9,0.0,0.0,-1.8,0.0,0.031,0.198,0,0
2017-06-28,92,57,74.5,,0,10,0.0,0.0,-1.0,0.0,0.035,0.206,0,0
2017-06-29,94,58,76.0,,0,11,0.0,0.0,0.4,0.0,0.039,0.211,0,1
2017-06-30,94,57,75.5,,0,11,0.0,0.0,-0.3,0.0,0.037000000000000005,0.235,0,1
2017-07-01,92,58,75.0,,0,10,0.0,0.0,-1.0,0.0,0.041,0.239,0,1
2017-07-02,94,59,76.5,,0,12,0.0,0.0,0.4,0.0,0.039,0.242,0,1
2017-07-03,94,61,77.5,,0,13,0.0,0.0,1.3,0.0,0.047,0.25,0,1
2017-07-04,95,62,78.5,,0,14,0.0,0.0,2.1,0.0,0.049,0.267,0,1
2017-07-05,94,59,76.5,,0,12,0.0,0.0,0.0,0.0,0.034,0.204,0,0
2017-07-06,103,63,83.0,,0,18,0.0,0.0,6.4,0.0,0.042,0.203,0,1
2017-07-07,108,68,88.0,,0,23,0.0,0.0,11.3,0.0,0.041,0.2,0,1
2017-07-08,105,71,88.0,,0,23,0.0,0.0,11.2,0.0,0.048,0.227,0,1
2017-07-09,102,68,85.0,,0,20,0.0,0.0,8.1,0.0,0.046,0.175,0,1
2017-07-10,99,66,82.5,,0,18,0.0,0.0,5.5,0.0,0.041,0.229,0,1
2017-07-11,94,64,79.0,,0,14,0.0,0.0,1.9,0.0,0.037000000000000005,0.201,0,1
2017-07-12,95,62,78.5,,0,14,0.0,0.0,1.3,0.0,0.04,0.22,0,1
2017-07-13,96,64,80.0,,0,15,0.0,0.0,2.8,0.0,0.039,0.227,0,1
2017-07-14,98,64,81.0,,0,16,0.0,0.0,3.7,0.0,0.044,0.24,0,1
2017-07-15,102,66,84.0,,0,19,0.0,0.0,6.7,0.0,0.047,0.272,0,1
2017-07-16,106,71,88.5,,0,24,0.0,0.0,11.1,0.0,0.042,0.28600000000000003,0,1
2017-07-17,102,69,85.5,,0,21,0.0,0.0,8.1,0.0,0.045,0.213,0,1
2017-07-18,93,65,79.0,,0,14,0.0,0.0,1.6,0.0,0.042,0.197,0,1
2017-07-19,97,60,78.5,,0,14,0.0,0.0,1.0,0.0,0.046,0.266,0,1
2017-07-20,95,61,78.0,,0,13,0.0,0.0,0.5,0.0,0.037000000000000005,0.27,0,1
2017-07-21,98,62,80.0,,0,15,0.0,0.0,2.5,0.0,0.039,0.29,0,1
2017-07-22,102,63,82.5,,0,18,0.0,0.0,5.0,0.0,0.043,0.306,0,1
2017-07-23,103,71,87.0,,0,22,0.0,0.0,9.5,0.0,0.049,0.29100000000000004,0,1
2017-07-24,92,64,78.0,,0,13,0.0,0.0,0.5,0.0,0.044,0.229,0,1
2017-07-25,95,61,78.0,,0,13,0.0,0.0,0.5,0.0,0.045,0.208,0,1
2017-07-26,98,61,79.5,,0,15,0.0,0.0,2.1,0.0,0.045,0.22,0,1
2017-07-27,102,64,83.0,,0,18,0.0,0.0,5.6,0.0,0.047,0.25,0,1
2017-07-28,102,70,86.0,,0,21,0.0,0.0,8.6,0.0,0.043,0.234,0,1
2017-07-29,97,63,80.0,,0,15,0.0,0.0,2.7,0.0,0.039,0.213,0,1
2017-07-30,100,60,80.0,,0,15,0.0,0.0,2.7,0.0,0.044,0.231,0,1
2017-07-31,101,62,81.5,,0,17,0.0,0.0,4.2,0.0,0.046,0.217,0,1
2017-08-01,104,65,84.5,,0,20,0.0,0.0,7.3,0.0,0.053,0.274,0,1
2017-08-02,102,73,87.5,,0,23,0.0,0.0,10.3,0.0,0.055,0.28600000000000003,0,1
2017-08-03,102,76,89.0,,0,24,0.0,0.0,11.9,0.0,0.048,0.236,0,1
2017-08-04,93,74,83.5,,0,19,0.0,0.0,6.4,0.0,0.046,0.242,0,1
2017-08-05,95,68,81.5,,0,17,0.0,0.0,4.5,0.0,0.038,0.258,0,1
2017-08-06,91,61,76.0,,0,11,0.0,0.0,-1.0,0.0,0.033,0.24,0,0
2017-08-07,93,60,76.5,,0,12,0.0,0.0,-0.4,0.0,0.038,0.272,0,1
2017-08-08,95,60,77.5,,0,13,0.0,0.0,0.6,0.0,0.039,0.28600000000000003,0,1
2017-08-09,90,60,75.0,,0,10,0.0,0.0,-1.8,0.0,0.035,0.29100000000000004,0,0
2017-08-10,95,60,77.5,,0,13,0.0,0.0,0.8,0.0,0.038,0.28,0,1
2017-08-11,99,62,80.5,,0,16,0.0,0.0,3.8,0.0,0.043,0.331,0,1
2017-08-12,96,64,80.0,,0,15,0.0,0.0,3.4,0.0,0.041,0.313,0,1
2017-08-13,92,61,76.5,,0,12,0.0,0.0,-0.1,0.0,0.031,0.223,0,0
2017-08-14,82,60,71.0,,0,6,0.0,0.0,-5.5,0.0,0.022,0.209,0,0
2017-08-15,85,58,71.5,,0,7,0.0,0.0,-4.9,0.0,0.03,0.224,0,0
2017-08-16,90,58,74.0,,0,9,0.0,0.0,-2.4,0.0,0.037000000000000005,0.256,0,1
2017-08-17,95,62,78.5,,0,14,0.0,0.0,2.2,0.0,0.041,0.3,0,1
2017-08-18,96,61,78.5,,0,14,0.0,0.0,2.2,0.0,0.044,0.311,0,1
2017-08-19,93,61,77.0,,0,12,0.0,0.0,0.8,0.0,0.039,0.321,0,1
2017-08-20,90,60,75.0,,0,10,0.0,0.0,-1.1,0.0,0.038,0.335,0,1
2017-08-21,85,62,73.5,,0,9,0.0,0.0,-2.6,0.0,0.033,0.311,0,0
2017-08-22,96,62,79.0,,0,14,0.0,0.0,3.0,0.0,0.045,0.355,0,1
2017-08-23,98,62,80.0,,0,15,0.0,0.0,4.1,0.0,0.044,0.404,0,1
2017-08-24,91,61,76.0,,0,11,0.0,0.0,0.1,0.0,0.033,0.361,0,0
2017-08-25,98,60,79.0,,0,14,0.0,0.0,3.2,0.0,0.045,0.3720000000000001,0,1
2017-08-26,104,64,84.0,,0,19,0.0,0.0,8.3,0.0,0.046,0.407,0,1
2017-08-27,107,71,89.0,,0,24,0.0,0.0,13.4,0.0,0.042,0.383,0,1
2017-08-28,109,70,89.5,,0,25,0.0,0.0,13.9,0.0,0.049,0.338,0,1
2017-08-29,100,67,83.5,,0,19,0.0,0.0,8.0,0.0,0.043,0.297,0,1
2017-08-30,98,62,80.0,,0,15,0.0,0.0,4.6,0.0,0.039,0.24,0,1
2017-08-31,101,60,80.5,,0,16,0.0,0.0,5.2,0.0,0.05,0.335,0,1
2017-09-01,107,70,88.5,,0,24,0.0,0.0,13.3,0.0,0.06,0.512,1,1
2017-09-02,106,71,88.5,,0,24,0.0,0.0,13.4,0.0,0.063,0.511,1,1
2017-09-03,105,74,89.5,,0,25,0.0,0.0,14.5,0.0,0.063,0.462,0,1
2017-09-04,95,74,84.5,,0,20,0.0,0.0,9.6,0.0,0.043,0.407,0,1
2017-09-05,93,70,81.5,,0,17,0.0,0.0,6.7,0.0,0.036000000000000004,0.32299999999999995,0,1
2017-09-06,94,68,81.0,,0,16,0.0,0.0,6.3,0.0,0.039,0.299,0,1
2017-09-07,80,66,73.0,,0,8,0.0,0.0,-1.6,0.0,0.03,0.29600000000000004,0,0
2017-09-08,90,62,76.0,,0,11,0.0,0.0,1.5,0.0,0.037000000000000005,0.35700000000000004,0,1
2017-09-09,94,62,78.0,,0,13,0.0,0.0,3.6,0.0,0.039,0.36,0,1
2017-09-10,98,66,82.0,,0,17,0.0,0.0,7.8,0.0,0.045,0.407,0,1
2017-09-11,100,71,85.5,,0,21,0.0,0.0,11.4,0.0,0.046,0.35700000000000004,0,1
2017-09-12,95,69,82.0,,0,17,0.0,0.0,8.1,0.0,0.04,0.35,0,1
2017-09-13,81,64,72.5,,0,8,0.0,0.0,-1.3,0.0,0.031,0.292,0,0
2017-09-14,79,63,71.0,,0,6,0.0,0.0,-2.6,0.0,0.033,0.27,0,0
2017-09-15,85,57,71.0,,0,6,0.0,0.0,-2.5,0.0,0.035,0.302,0,0
2017-09-16,85,60,72.5,,0,8,0.0,0.0,-0.8,0.0,0.042,0.36,0,1
2017-09-17,87,59,73.0,,0,8,0.0,0.0,-0.1,0.0,0.04,0.341,0,1
2017-09-18,84,60,72.0,,0,7,0.0,0.0,-0.9,0.0,0.029,0.261,0,0
2017-09-19,79,55,67.0,,0,2,0.0,0.0,-5.7,0.0,0.032,0.278,0,0
2017-09-20,80,55,67.5,,0,3,0.0,0.0,-5.1,0.0,0.027000000000000003,0.279,0,0
2017-09-21,75,52,63.5,,1,0,0.0,0.0,-8.9,0.0,0.032,0.24,0,0
2017-09-22,76,53,64.5,,0,0,0.0,0.0,-7.6,0.0,0.032,0.273,0,0
2017-09-23,80,53,66.5,,0,2,0.0,0.0,-5.4,0.0,0.031,0.236,0,0
2017-09-24,83,52,67.5,,0,3,0.0,0.0,-4.2,0.0,0.034,0.299,0,0
2017-09-25,86,53,69.5,,0,5,0.0,0.0,-2.0,0.0,0.035,0.374,0,0
2017-09-26,92,55,73.5,,0,9,0.0,0.0,2.2,0.0,0.038,0.307,0,1
2017-09-27,93,57,75.0,,0,10,0.0,0.0,4.0,0.0,0.045,0.398,0,1
2017-09-28,93,59,76.0,,0,11,0.0,0.0,5.2,0.0,0.051,0.416,0,1
2017-09-29,87,61,74.0,,0,9,0.0,0.0,3.5,0.0,0.04,0.294,0,1
2017-09-30,84,58,71.0,,0,6,0.0,0.0,0.7,0.0,0.035,0.35700000000000004,0,0
2017-10-01,81,59,70.0,0.0,0,5,0.0,,,,0.034,0.22,0,0
2017-10-02,79,54,66.5,-3.2,0,2,0.0,,,,0.033,0.238,0,0
2017-10-03,80,47,63.5,-6.0,1,0,0.0,,,,0.033,0.258,0,0
2017-10-04,81,50,65.5,-3.7,0,1,0.0,,,,0.036000000000000004,0.0,0,1
2017-10-05,83,49,66.0,-2.9,0,1,0.0,,,,0.037000000000000005,0.468,0,1
2017-10-06,86,50,68.0,-0.6,0,3,0.0,,,,0.046,0.422,0,1
2017-10-07,87,53,70.0,1.7,0,5,0.0,,,,0.05,0.375,0,1
2017-10-08,80,55,67.5,-0.5,0,3,0.0,,,,0.038,0.215,0,1
2017-10-09,83,58,70.5,2.8,0,6,0.0,,,,0.04,0.3,0,1
2017-10-10,85,52,68.5,1.1,0,4,0.0,,,,0.042,0.4320000000000001,0,1
2017-10-11,75,54,64.5,-2.6,0,0,0.0,,,,0.035,0.35200000000000004,0,0
2017-10-12,75,48,61.5,-5.3,3,0,0.0,,,,0.034,0.318,0,0
2017-10-13,77,44,60.5,-6.0,4,0,0.0,,,,0.035,0.5379999999999999,1,0
2017-10-14,77,54,65.5,-0.7,0,1,0.0,,,,0.04,0.348,0,1
2017-10-15,82,46,64.0,-1.8,1,0,0.0,,,,0.045,0.647,1,1
2017-10-16,85,49,67.0,1.5,0,2,0.0,,,,0.044,0.628,1,1
2017-10-17,82,51,66.5,1.3,0,2,0.0,,,,0.044,0.539,1,1
2017-10-18,83,48,65.5,0.7,0,1,0.0,,,,0.048,0.487,0,1
2017-10-19,73,51,62.0,-2.5,3,0,0.07,,,,0.027000000000000003,0.219,0,0
2017-10-20,65,50,57.5,-6.6,7,0,0.07,,,,0.026,0.416,0,0
2017-10-21,71,45,58.0,-5.8,7,0,0.0,,,,0.025,0.511,1,0
2017-10-22,75,47,61.0,-2.4,4,0,0.0,,,,0.023,0.398,0,0
2017-10-23,83,54,68.5,5.4,0,4,0.0,,,,0.031,0.465,0,0
2017-10-24,87,55,71.0,8.3,0,6,0.0,,,,0.044,0.555,1,1
2017-10-25,87,56,71.5,9.1,0,7,0.0,,,,0.04,0.615,1,1
2017-10-26,87,55,71.0,9.0,0,6,0.0,,,,0.046,0.66,1,1
2017-10-27,86,55,70.5,8.9,0,6,0.0,,,,0.044,0.77,1,1
2017-10-28,86,53,69.5,8.2,0,5,0.0,,,,0.051,0.6729999999999999,1,1
2017-10-29,84,53,68.5,7.6,0,4,0.0,,,,0.037000000000000005,0.418,0,1
2017-10-30,70,51,60.5,0.0,4,0,0.0,,,,0.03,0.229,0,0
2017-10-31,70,47,58.5,-1.7,6,0,0.0,,,,0.03,0.32299999999999995,0,0
2017-11-01,70,49,59.5,,5,0,0.0,,-0.3,,0.033,0.324,0,0
2017-11-02,64,50,57.0,,8,0,0.0,,-2.4,,0.029,0.273,0,0
2017-11-03,67,57,62.0,,3,0,0.0,,2.9,,0.031,0.316,0,0
2017-11-04,66,50,58.0,,7,0,0.14,,-0.7,,0.028,0.26,0,0
2017-11-05,63,43,53.0,,12,0,0.0,,-5.3,,0.029,0.28800000000000003,0,0
2017-11-06,66,43,54.5,,10,0,0.0,,-3.4,,0.023,0.37,0,0
2017-11-07,66,42,54.0,,11,0,0.0,,-3.6,,0.024,0.542,1,0
2017-11-08,65,47,56.0,,9,0,0.12,,-1.2,,0.027000000000000003,0.452,0,0
2017-11-09,67,56,61.5,,3,0,0.17,,4.7,,0.023,0.324,0,0
2017-11-10,68,53,60.5,,4,0,0.03,,4.1,,0.026,0.378,0,0
2017-11-11,67,48,57.5,,7,0,0.01,,1.4,,0.02,0.453,0,0
2017-11-12,67,47,57.0,,8,0,0.0,,1.3,,0.025,0.491,0,0
2017-11-13,70,51,60.5,,4,0,0.01,,5.2,,0.024,0.394,0,0
2017-11-14,66,52,59.0,,6,0,0.0,,4.0,,0.025,0.407,0,0
2017-11-15,59,52,55.5,,9,0,0.54,,0.9,,0.016,0.394,0,0
2017-11-16,58,55,56.5,,8,0,0.97,,2.2,,0.03,0.338,0,0
2017-11-17,61,47,54.0,,11,0,0.13,,0.1,,0.029,0.32,0,0
2017-11-18,62,39,50.5,,14,0,0.0,,-3.1,,0.015,0.501,1,0
2017-11-19,63,41,52.0,,13,0,0.0,,-1.2,,0.017,0.755,1,0
2017-11-20,62,53,57.5,,7,0,0.0,,4.6,,0.018000000000000002,0.393,0,0
2017-11-21,65,51,58.0,,7,0,0.0,,5.4,,0.012,0.423,0,0
2017-11-22,67,50,58.5,,6,0,0.0,,6.2,,0.004,0.472,0,0
2017-11-23,63,53,58.0,,7,0,0.0,,6.1,,0.003,0.5670000000000001,1,0
2017-11-24,72,53,62.5,,2,0,0.0,,10.9,,0.011,0.517,1,0
2017-11-25,68,54,61.0,,4,0,0.0,,9.7,,0.015,0.5,0,0
2017-11-26,61,55,58.0,,7,0,0.22,,7.0,,0.023,0.438,0,0
2017-11-27,60,46,53.0,,12,0,0.11,,2.3,,0.034,0.308,0,0
2017-11-28,64,42,53.0,,12,0,0.0,,2.5,,0.021,0.406,0,0
2017-11-29,60,40,50.0,,15,0,0.0,,-0.2,,0.014,0.539,1,0
2017-11-30,64,41,52.5,,12,0,0.0,,2.6,,0.014,0.904,1,0
2017-12-01,64,41,52.5,,12,0,0.0,,2.8,,0.017,0.813,1,0
2017-12-02,61,41,51.0,,14,0,0.0,,1.6,,0.018000000000000002,0.738,1,0
2017-12-03,59,44,51.5,,13,0,0.03,,2.3,,0.029,0.281,0,0
2017-12-04,62,42,52.0,,13,0,0.0,,3.0,,0.03,0.26,0,0
2017-12-05,63,43,53.0,,12,0,0.0,,4.2,,0.026,0.324,0,0
2017-12-06,63,37,50.0,,15,0,0.0,,1.5,,0.023,0.7509999999999999,1,0
2017-12-07,64,36,50.0,,15,0,0.0,,1.7,,0.02,0.7440000000000001,1,0
2017-12-08,61,39,50.0,,15,0,0.0,,1.8,,0.024,0.718,1,0
2017-12-09,62,36,49.0,,16,0,0.0,,1.0,,0.019,1.06,1,0
2017-12-10,63,36,49.5,,15,0,0.0,,1.7,,0.017,0.836,1,0
2017-12-11,62,36,49.0,,16,0,0.0,,1.4,,0.011,0.918,1,0
2017-12-12,64,35,49.5,,15,0,0.0,,2.0,,0.017,0.879,1,0
2017-12-13,61,35,48.0,,17,0,0.0,,0.6,,0.015,0.911,1,0
2017-12-14,65,36,50.5,,14,0,0.0,,3.3,,0.018000000000000002,0.805,1,0
2017-12-15,61,38,49.5,,15,0,0.0,,2.4,,0.006,1.002,1,0
2017-12-16,61,42,51.5,,13,0,0.0,,4.5,,0.03,0.269,0,0
2017-12-17,62,44,53.0,,12,0,0.0,,6.1,,0.032,0.381,0,0
2017-12-18,61,39,50.0,,15,0,0.0,,3.2,,0.023,0.856,1,0
2017-12-19,59,36,47.5,,17,0,0.0,,0.8,,0.022,0.626,1,0
2017-12-20,56,41,48.5,,16,0,0.1,,1.9,,0.029,0.336,0,0
2017-12-21,56,38,47.0,,18,0,0.0,,0.4,,0.028,0.32,0,0
2017-12-22,53,34,43.5,,21,0,0.0,,-3.0,,0.02,0.444,0,0
2017-12-23,55,40,47.5,,17,0,0.0,,1.1,,0.016,0.581,1,0
2017-12-24,54,42,48.0,,17,0,0.0,,1.6,,0.012,0.6779999999999999,1,0
2017-12-25,60,39,49.5,,15,0,0.0,,3.1,,0.014,0.637,1,0
2017-12-26,63,37,50.0,,15,0,0.0,,3.7,,0.018000000000000002,0.733,1,0
2017-12-27,60,37,48.5,,16,0,0.0,,2.2,,0.016,0.925,1,0
2017-12-28,63,37,50.0,,15,0,0.0,,3.7,,0.014,0.884,1,0
2017-12-29,63,36,49.5,,15,0,0.0,,3.2,,0.015,1.143,1,0
2017-12-30,61,37,49.0,,16,0,0.0,,2.7,,0.016,1.101,1,0
2017-12-31,59,38,48.5,,16,0,0.0,,2.2,,0.013,0.924,1,0
2018-01-01,65,42,53.5,,11,0,0.0,0.0,7.2,0.0,0.016,0.898,1,0
2018-01-02,58,42,50.0,,15,0,0.0,0.0,3.6,0.0,0.014,0.716,1,0
2018-01-03,58,44,51.0,,14,0,0.17,0.0,4.6,0.0,0.009000000000000001,0.838,1,0
2018-01-04,66,52,59.0,,6,0,0.28,0.0,12.6,0.0,0.022,0.451,0,0
2018-01-05,63,53,58.0,,7,0,0.36,0.0,11.5,0.0,0.017,0.279,0,0
2018-01-06,62,46,54.0,,11,0,0.04,0.0,7.5,0.0,0.027000000000000003,0.341,0,0
2018-01-07,52,41,46.5,,18,0,0.0,0.0,-0.1,0.0,0.004,0.406,0,0
2018-01-08,58,49,53.5,,11,0,2.38,0.0,6.9,0.0,0.013,0.34700000000000003,0,0
2018-01-09,58,52,55.0,,10,0,1.18,0.0,8.3,0.0,0.026,0.24,0,0
2018-01-10,58,46,52.0,,13,0,0.0,0.0,5.2,0.0,0.023,0.348,0,0
2018-01-11,62,44,53.0,,12,0,0.0,0.0,6.2,0.0,0.015,0.642,1,0
2018-01-12,59,46,52.5,,12,0,0.0,0.0,5.6,0.0,0.014,0.433,0,0
2018-01-13,54,46,50.0,,15,0,0.0,0.0,3.0,0.0,0.013,0.475,0,0
2018-01-14,55,49,52.0,,13,0,0.0,0.0,4.9,0.0,0.012,0.364,0,0
2018-01-15,53,47,50.0,,15,0,0.0,0.0,2.8,0.0,0.006,0.43,0,0
2018-01-16,59,47,53.0,,12,0,0.04,0.0,5.7,0.0,0.011,0.462,0,0
2018-01-17,56,49,52.5,,12,0,0.0,0.0,5.1,0.0,0.012,0.375,0,0
2018-01-18,58,49,53.5,,11,0,0.13,0.0,5.9,0.0,0.02,0.299,0,0
2018-01-19,59,45,52.0,,13,0,0.0,0.0,4.3,0.0,0.031,0.32,0,0
2018-01-20,57,39,48.0,,17,0,0.0,0.0,0.2,0.0,0.02,0.398,0,0
2018-01-21,54,36,45.0,,20,0,0.01,0.0,-2.9,0.0,0.023,0.37,0,0
2018-01-22,53,46,49.5,,15,0,0.23,0.0,1.4,0.0,0.027000000000000003,0.275,0,0
2018-01-23,61,46,53.5,,11,0,0.0,0.0,5.3,0.0,0.018000000000000002,0.413,0,0
2018-01-24,54,42,48.0,,17,0,0.19,0.0,-0.4,0.0,0.022,0.304,0,0
2018-01-25,55,43,49.0,,16,0,0.06,0.0,0.4,0.0,0.034,0.241,0,0
2018-01-26,53,39,46.0,,19,0,0.0,0.0,-2.7,0.0,0.019,0.411,0,0
2018-01-27,60,44,52.0,,13,0,0.0,0.0,3.1,0.0,0.02,0.378,0,0
2018-01-28,64,39,51.5,,13,0,0.0,0.0,2.4,0.0,0.021,0.477,0,0
