3,Date,MaximumTemp,MinimumTemp,AverageTemp,DepartureTemp,HDD,CDD,Precipitation
4,2014-09-01,101,64,82.5,7.3,0,18,0.00
5,2014-09-02,93,64,78.5,3.4,0,14,0.00
6,2014-09-03,96,58,77.0,2.0,0,12,0.00
7,2014-09-04,98,60,79.0,4.1,0,14,0.00
8,2014-09-05,93,59,76.0,1.2,0,11,0.00
9,2014-09-06,94,60,77.0,2.3,0,12,0.00
10,2014-09-07,92,57,74.5,-0.1,0,10,0.00
11,2014-09-08,85,55,70.0,-4.5,0,5,0.00
12,2014-09-09,89,55,72.0,-2.4,0,7,0.00
13,2014-09-10,97,59,78.0,3.8,0,13,0.00
14,2014-09-11,100,62,81.0,6.9,0,16,0.00
15,2014-09-12,103,63,83.0,9.1,0,18,0.00
16,2014-09-13,104,66,85.0,11.2,0,20,0.00
17,2014-09-14,99,63,81.0,7.4,0,16,0.00
18,2014-09-15,94,65,79.5,6.0,0,15,0.00
19,2014-09-16,92,60,76.0,2.7,0,11,0.00
20,2014-09-17,91,62,76.5,3.4,0,12,0.00
21,2014-09-18,84,67,75.5,2.6,0,11,0.00
22,2014-09-19,89,62,75.5,2.8,0,11,0.00
23,2014-09-20,89,63,76.0,3.4,0,11,0.00
24,2014-09-21,83,63,73.0,0.6,0,8,0.00
25,2014-09-22,90,59,74.5,2.4,0,10,0.00
26,2014-09-23,91,61,76.0,4.1,0,11,0.00
27,2014-09-24,87,62,74.5,2.8,0,10,0.00
28,2014-09-25,73,58,65.5,-6.0,0,1,0.37
29,2014-09-26,78,57,67.5,-3.8,0,3,0.09
30,2014-09-27,79,57,68.0,-3.0,0,3,0.08
31,2014-09-28,73,59,66.0,-4.8,0,1,0.00
32,2014-09-29,83,56,69.5,-1.0,0,5,0.00
33,2014-09-30,82,58,70.0,-0.3,0,5,0.00
