3,Date,MaximumTemp,MinimumTemp,AverageTemp,DepartureTemp,HDD,CDD,Precipitation
4,2015-07-01,101,73,87.0,11.0,0,22,0.00
5,2015-07-02,96,71,83.5,7.4,0,19,0.00
6,2015-07-03,99,66,82.5,6.3,0,18,0.00
7,2015-07-04,100,64,82.0,5.6,0,17,0.00
8,2015-07-05,92,62,77.0,0.5,0,12,0.00
9,2015-07-06,92,60,76.0,-0.6,0,11,0.00
10,2015-07-07,91,65,78.0,1.3,0,13,0.00
11,2015-07-08,85,60,72.5,-4.3,0,8,0.00
12,2015-07-09,77,59,68.0,-8.9,0,3,0.00
13,2015-07-10,81,61,71.0,-6.0,0,6,0.00
14,2015-07-11,88,60,74.0,-3.1,0,9,0.00
15,2015-07-12,88,63,75.5,-1.7,0,11,0.00
16,2015-07-13,95,61,78.0,0.8,0,13,0.00
17,2015-07-14,91,62,76.5,-0.8,0,12,0.00
18,2015-07-15,98,59,78.5,1.2,0,14,0.00
19,2015-07-16,97,63,80.0,2.6,0,15,0.00
20,2015-07-17,101,62,81.5,4.1,0,17,0.00
21,2015-07-18,94,61,77.5,0.1,0,13,0.00
22,2015-07-19,97,65,81.0,3.5,0,16,0.00
23,2015-07-20,100,73,86.5,9.0,0,22,0.00
24,2015-07-21,94,65,79.5,2.0,0,15,0.00
25,2015-07-22,87,61,74.0,-3.5,0,9,0.00
26,2015-07-23,86,59,72.5,-5.0,0,8,0.00
27,2015-07-24,92,60,76.0,-1.5,0,11,0.00
28,2015-07-25,92,60,76.0,-1.5,0,11,0.00
29,2015-07-26,92,60,76.0,-1.4,0,11,0.00
30,2015-07-27,98,61,79.5,2.1,0,15,0.00
31,2015-07-28,104,63,83.5,6.1,0,19,0.00
32,2015-07-29,108,69,88.5,11.2,0,24,0.00
33,2015-07-30,101,67,84.0,6.7,0,19,0.00
34,2015-07-31,95,65,80.0,2.7,0,15,0.00
