3,Date,MaximumTemp,MinimumTemp,AverageTemp,DepartureTemp,HDD,CDD,Precipitation
4,2016-12-01,59,39,49.0,-0.7,16,0,0.00
5,2016-12-02,59,43,51.0,1.6,14,0,0.00
6,2016-12-03,59,37,48.0,-1.2,17,0,0.00
7,2016-12-04,59,39,49.0,0.0,16,0,0.00
8,2016-12-05,54,39,46.5,-2.3,18,0,0.00
9,2016-12-06,56,40,48.0,-0.5,17,0,0.00
10,2016-12-07,48,34,41.0,-7.3,24,0,0.11
11,2016-12-08,54,40,47.0,-1.2,18,0,0.55
12,2016-12-09,63,46,54.5,6.5,10,0,0.06
13,2016-12-10,60,50,55.0,7.2,10,0,0.52
14,2016-12-11,52,45,48.5,0.9,16,0,0.00
15,2016-12-12,54,45,49.5,2.0,15,0,0.00
16,2016-12-13,59,45,52.0,4.6,13,0,0.00
17,2016-12-14,64,49,56.5,9.3,8,0,0.01
18,2016-12-15,59,52,55.5,8.4,9,0,2.28
19,2016-12-16,55,40,47.5,0.5,17,0,0.00
20,2016-12-17,49,35,42.0,-4.9,23,0,0.00
21,2016-12-18,51,31,41.0,-5.8,24,0,0.00
22,2016-12-19,51,31,41.0,-5.7,24,0,0.00
23,2016-12-20,55,34,44.5,-2.1,20,0,0.00
24,2016-12-21,59,40,49.5,2.9,15,0,0.00
25,2016-12-22,61,37,49.0,2.5,16,0,0.00
26,2016-12-23,51,40,45.5,-0.9,19,0,0.24
27,2016-12-24,49,33,41.0,-5.4,24,0,0.00
28,2016-12-25,48,31,39.5,-6.9,25,0,0.00
29,2016-12-26,49,32,40.5,-5.8,24,0,0.00
30,2016-12-27,54,33,43.5,-2.8,21,0,0.00
31,2016-12-28,56,32,44.0,-2.3,21,0,0.00
32,2016-12-29,58,34,46.0,-0.3,19,0,0.00
33,2016-12-30,57,35,46.0,-0.3,19,0,0.00
34,2016-12-31,54,40,47.0,0.7,18,0,0.00
