3,Date,MaximumTemp,MinimumTemp,AverageTemp,DepartureTemp,HDD,CDD,Precipitation,NewSnow,SnowDepth
4,2018-09-01,93,59,76.0,0.8,0,11,0.00,0.0,0
5,2018-09-02,97,61,79.0,3.9,0,14,0.00,0.0,0
6,2018-09-03,94,59,76.5,1.5,0,12,0.00,0.0,0
7,2018-09-04,92,58,75.0,0.1,0,10,0.00,0.0,0
8,2018-09-05,90,59,74.5,-0.3,0,10,0.00,0.0,0
9,2018-09-06,92,55,73.5,-1.2,0,9,0.00,0.0,0
10,2018-09-07,99,58,78.5,3.9,0,14,0.00,0.0,0
11,2018-09-08,96,63,79.5,5.0,0,15,0.00,0.0,0
12,2018-09-09,97,59,78.0,3.6,0,13,0.00,0.0,0
13,2018-09-10,95,61,78.0,3.8,0,13,0.00,0.0,0
14,2018-09-11,91,59,75.0,0.9,0,10,0.00,0.0,0
15,2018-09-12,79,56,67.5,-6.4,0,3,0.00,0.0,0
16,2018-09-13,81,60,70.5,-3.3,0,6,0.00,0.0,0
17,2018-09-14,83,56,69.5,-4.1,0,5,0.00,0.0,0
18,2018-09-15,80,55,67.5,-6.0,0,3,0.00,0.0,0
19,2018-09-16,83,50,66.5,-6.8,0,2,0.00,0.0,0
20,2018-09-17,85,55,70.0,-3.1,0,5,0.00,0.0,0
21,2018-09-18,83,55,69.0,-3.9,0,4,0.00,0.0,0
22,2018-09-19,88,56,72.0,-0.7,0,7,0.00,0.0,0
23,2018-09-20,91,56,73.5,0.9,0,9,0.00,0.0,0
24,2018-09-21,95,56,75.5,3.1,0,11,0.00,0.0,0
25,2018-09-22,93,60,76.5,4.4,0,12,0.00,0.0,0
26,2018-09-23,91,58,74.5,2.6,0,10,0.00,0.0,0
27,2018-09-24,92,56,74.0,2.3,0,9,0.00,0.0,0
28,2018-09-25,93,56,74.5,3.0,0,10,0.00,0.0,0
29,2018-09-26,96,58,77.0,5.7,0,12,0.00,0.0,0
30,2018-09-27,96,58,77.0,6.0,0,12,0.00,0.0,0
31,2018-09-28,82,57,69.5,-1.3,0,5,0.00,0.0,0
32,2018-09-29,77,56,66.5,-4.0,0,2,0.00,0.0,0
33,2018-09-30,82,57,69.5,-0.8,0,5,0.00,0.0,0
