3,Date,MaximumTemp,MinimumTemp,AverageTemp,DepartureTemp,HDD,CDD,Precipitation
4,2016-04-01,74,48,61.0,2.8,4,0,0.00
5,2016-04-02,78,49,63.5,5.1,1,0,0.00
6,2016-04-03,79,51,65.0,6.5,0,0,0.00
7,2016-04-04,79,50,64.5,5.9,0,0,0.00
8,2016-04-05,84,52,68.0,9.2,0,3,0.00
9,2016-04-06,90,54,72.0,13.1,0,7,0.00
10,2016-04-07,78,58,68.0,8.9,0,3,0.00
11,2016-04-08,76,55,65.5,6.2,0,1,0.02
12,2016-04-09,61,57,59.0,-0.4,6,0,0.21
13,2016-04-10,67,55,61.0,1.4,4,0,0.15
14,2016-04-11,74,53,63.5,3.7,1,0,0.00
15,2016-04-12,71,54,62.5,2.5,2,0,0.00
16,2016-04-13,73,49,61.0,0.8,4,0,0.00
17,2016-04-14,70,51,60.5,0.1,4,0,0.04
18,2016-04-15,75,48,61.5,0.9,3,0,0.00
19,2016-04-16,85,50,67.5,6.7,0,3,0.00
20,2016-04-17,85,52,68.5,7.5,0,4,0.00
21,2016-04-18,90,57,73.5,12.3,0,9,0.00
22,2016-04-19,88,56,72.0,10.5,0,7,0.00
23,2016-04-20,82,53,67.5,5.8,0,3,0.00
24,2016-04-21,75,55,65.0,3.1,0,0,0.00
25,2016-04-22,65,50,57.5,-4.6,7,0,0.40
26,2016-04-23,73,47,60.0,-2.4,5,0,0.00
27,2016-04-24,75,52,63.5,0.9,1,0,0.00
28,2016-04-25,73,50,61.5,-1.3,3,0,0.00
29,2016-04-26,73,49,61.0,-2.1,4,0,0.00
30,2016-04-27,72,48,60.0,-3.3,5,0,0.65
31,2016-04-28,82,48,65.0,1.4,0,0,0.01
32,2016-04-29,79,53,66.0,2.2,0,1,0.00
33,2016-04-30,83,57,70.0,6.0,0,5,0.00
