3,Date,MaximumTemp,MinimumTemp,AverageTemp,DepartureTemp,HDD,CDD,Precipitation,NewSnow,SnowDepth
4,2017-07-01,92,58,75.0,-1.0,0,10,0.00,0.0,0
5,2017-07-02,94,59,76.5,0.4,0,12,0.00,0.0,0
6,2017-07-03,94,61,77.5,1.3,0,13,0.00,0.0,0
7,2017-07-04,95,62,78.5,2.1,0,14,0.00,0.0,0
8,2017-07-05,94,59,76.5,0.0,0,12,0.00,0.0,0
9,2017-07-06,103,63,83.0,6.4,0,18,0.00,0.0,0
10,2017-07-07,108,68,88.0,11.3,0,23,0.00,0.0,0
11,2017-07-08,105,71,88.0,11.2,0,23,0.00,0.0,0
12,2017-07-09,102,68,85.0,8.1,0,20,0.00,0.0,0
13,2017-07-10,99,66,82.5,5.5,0,18,0.00,0.0,0
14,2017-07-11,94,64,79.0,1.9,0,14,0.00,0.0,0
15,2017-07-12,95,62,78.5,1.3,0,14,0.00,0.0,0
16,2017-07-13,96,64,80.0,2.8,0,15,0.00,0.0,0
17,2017-07-14,98,64,81.0,3.7,0,16,0.00,0.0,0
18,2017-07-15,102,66,84.0,6.7,0,19,0.00,0.0,0
19,2017-07-16,106,71,88.5,11.1,0,24,0.00,0.0,0
20,2017-07-17,102,69,85.5,8.1,0,21,0.00,0.0,0
21,2017-07-18,93,65,79.0,1.6,0,14,0.00,0.0,0
22,2017-07-19,97,60,78.5,1.0,0,14,0.00,0.0,0
23,2017-07-20,95,61,78.0,0.5,0,13,0.00,0.0,0
24,2017-07-21,98,62,80.0,2.5,0,15,0.00,0.0,0
25,2017-07-22,102,63,82.5,5.0,0,18,0.00,0.0,0
26,2017-07-23,103,71,87.0,9.5,0,22,0.00,0.0,0
27,2017-07-24,92,64,78.0,0.5,0,13,0.00,0.0,0
28,2017-07-25,95,61,78.0,0.5,0,13,0.00,0.0,0
29,2017-07-26,98,61,79.5,2.1,0,15,0.00,0.0,0
30,2017-07-27,102,64,83.0,5.6,0,18,0.00,0.0,0
31,2017-07-28,102,70,86.0,8.6,0,21,0.00,0.0,0
32,2017-07-29,97,63,80.0,2.7,0,15,0.00,0.0,0
33,2017-07-30,100,60,80.0,2.7,0,15,0.00,0.0,0
34,2017-07-31,101,62,81.5,4.2,0,17,0.00,0.0,0
