3,Date,MaximumTemp,MinimumTemp,AverageTemp,DepartureTemp,HDD,CDD,Precipitation
4,2014-12-01,65,51,58.0,8.3,7,0,0.00
5,2014-12-02,58,52,55.0,5.6,10,0,0.62
6,2014-12-03,65,58,61.5,12.3,3,0,1.84
7,2014-12-04,69,56,62.5,13.5,2,0,0.00
8,2014-12-05,67,56,61.5,12.7,3,0,0.15
9,2014-12-06,70,56,63.0,14.5,2,0,0.04
10,2014-12-07,62,50,56.0,7.7,9,0,0.00
11,2014-12-08,64,50,57.0,8.8,8,0,0.00
12,2014-12-09,61,50,55.5,7.5,9,0,0.00
13,2014-12-10,58,51,54.5,6.7,10,0,0.00
14,2014-12-11,62,50,56.0,8.4,9,0,2.10
15,2014-12-12,54,48,51.0,3.5,14,0,0.60
16,2014-12-13,57,44,50.5,3.1,14,0,0.00
17,2014-12-14,53,43,48.0,0.8,17,0,0.00
18,2014-12-15,55,48,51.5,4.4,13,0,0.55
19,2014-12-16,62,49,55.5,8.5,9,0,0.73
20,2014-12-17,57,48,52.5,5.6,12,0,0.07
21,2014-12-18,62,50,56.0,9.2,9,0,0.00
22,2014-12-19,55,50,52.5,5.8,12,0,0.85
23,2014-12-20,58,52,55.0,8.4,10,0,0.00
24,2014-12-21,65,55,60.0,13.4,5,0,0.00
25,2014-12-22,61,50,55.5,9.0,9,0,0.00
26,2014-12-23,65,47,56.0,9.6,9,0,0.00
27,2014-12-24,59,48,53.5,7.1,11,0,0.08
28,2014-12-25,57,41,49.0,2.6,16,0,0.00
29,2014-12-26,57,39,48.0,1.7,17,0,0.00
30,2014-12-27,56,34,45.0,-1.3,20,0,0.00
31,2014-12-28,57,37,47.0,0.7,18,0,0.00
32,2014-12-29,48,37,42.5,-3.8,22,0,0.00
33,2014-12-30,56,37,46.5,0.2,18,0,0.00
34,2014-12-31,55,35,45.0,-1.3,20,0,0.00
